A-TOOLS MESH DATA V1.0
Feature-Path: :/features/features/
Screenshot-Path: :/screenshots/screenshots/
N-Samples: 1048576
N-Bins: 256
N-Vox: 32
N-Test-Angles: 8
N-Test-Steps: 256
Ini-Step: -10
End-Step: 10
N-Models: 495
N-Info: 8
----Info----
OFRENDA
NO_ELEMENT
ENTRADA
INVENTARIO
UBICACION
FUNCION
MATERIA PRIMA
DESCRIPCION
----Data----
0CII_0121_0001,CII,121_0001,2329,10-251605,S3-V10,MASCARA,PIEDRA VERDE,????
0CII_0122_0001,CII,122_0001,2330,10-220268,S2-V14,MASCARA,PIEDRA VERDE,????
0CII_0158_0001,CII,158_0001,2576,10-251681,CRII-P53,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0159_0001,CII,159_0001,2450,10-252108,CRII-P44,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0160_0001,CII,160_0001,2451,10-220272,S3-V10,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0162_0001,CII,162_0001,2467,10-251587,CRII-P53,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0163_0001,CII,163_0001,2468,10-251679,V11- S3,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0164_0001,CII,164_0001,2469,10-220262,V11-S3,MASCARA,PIEDRA VERDE,????
0CII_0165_0001,CII,165_0001,2470,10-220322,S3-V8,MASCARA,PIEDRA VERDE,????
0CII_0166_0001,CII,166_0001,2471,10-251585,S5-V3,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0167_0001,CII,167_0001,2472,10-220324,V9-S3,MASCARA,PIEDRA VERDE,????
0CII_0167_0002,CII,167_0002,2521,10-220328,S3-V8,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0168_0001,CII,168_0001,2473,10-220274,CR-2-P-11,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0169_0001,CII,169_0001,2474,10-251601,S3-V8,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0170_0001,CII,170_0001,2481,10-220323,S2-V14,MASCARA,PIEDRA VERDE,????
0CII_0171_0001,CII,171_0001,2482,10-250234,S5-V3,MASCARA,PIEDRA VERDE,????
0CII_0173_0001,CII,173_0001,2484,10-251583,CR-2-P-54,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0174_0001,CII,174_0001,2485,10-252114,S3-V11,MASCARA,PIEDRA VERDE,????
0CII_0179_0001,CII,179_0001,2519,10-251722,S2-V14,MASCARA,PIEDRA VERDE,????
0CII_0180_0001,CII,180_0001,2520,10-251723,V11-S3,MASCARA,PIEDRA VERDE,????
0CII_0186_0001,CII,186_0001,2526,10-251581,S5-V3,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0187_0001,CII,187_0001,2527,10-251586,CII-P45,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0188_0001,CII,188_0001,2528,10-251721,CII-P46,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0189_0001,CII,189_0001,2529,10-251720,CR2-P35,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0190_0001,CII,190_0001,2530,10-220315,V11-S3,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0191_0001,CII,191_0001,2531,10-251683,CR2-P01,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0192_0001,CII,192_0001,2532,10-251686,S5-V3,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0193_0001,CII,193_0001,2533,10-251685,S5-V3,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0197_0001,CII,197_0001,2537,10-220267,CII-P09,MASCARA,PIEDRA VERDE,????
0CII_0200_0001,CII,200_0001,2578,10-251677,CRII-P58,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0201_0001,CII,201_0001,2579,10-252111,S3-V11,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0202_0001,CII,202_0001,2580,10-251676,S3-V8,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0203_0001,CII,203_0001,2581,10-252107,CR-2-P-32,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0204_0001,CII,204_001,2682,10-228331,V11-S3,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0205_0001,CII,205_0001,2583,10-251680,S3-V8,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0206_0001,CII,206_0001,2584,10-251678,V11-S3,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0207_0001,CII,207_0001,2585,10-251630,CR2-P43,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0208_0001,CII,208_0001,2586,10-251682,CRII-P44,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0208_0001_2,CII,209_0001,2537,10-251675,S3-V10,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0209_0001,CII,209_0001,2537,10-251675,S3-V10,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0210_0001,CII,210_0001,5828,10-265656,CII-P18,FIGURA ANTROPOMORFA,PIEDRA VERDE,Cuenta con un # de inventario extra 10.262690 Y AL PARECER CORRESPONDE A LA CAMARA III
0CII_0213_0001,CII,213_0001,2618,10-252102,CR2-P43,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0214_0001,CII,214_0001,2619,10-252110,CR2-P43,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0216_0001,CII,216_0001,2621,10-220321,S3-V9,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0217_0001,CII,217_0001,2622,10-251710,CR-2-P-54,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0219_0001,CII,219_0001,2624,10-251715,CAMII-P57,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0223_0001,CII,223_0001,2628,10-252181,S3-V8,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0224_0001,CII,224_0001,2629,10-220276,S3-V10,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0225_0001,CII,225_0001,2630,10-251580,CAMII-P53,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0226_0001,CII,226_0001,2631,10-220275,C2-P42,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0228_0001,CII,228_0001,2669,10-251713,CAM2-P36,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0230_0001,CII,230_0001,2693,10-252095,S5-V3,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0236_0001,CII,236_0001,2678,10-251863,CRII-P48,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0245_0001,CII,245_0001,2688,10-220318,CAMII-P03,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0246_0001,CII,246_0001,2689,10-251717,S5-V3,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0247_0001,CII,247_0001,2690,10-220271,CAMII-P50,FIGURA ANTROPOMORFA,PIEDRA VERDE,PRESTADA
0CII_0251_0001,CII,251_0001,2694,10-252116,CRII-P29,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0257_0001,CII,257_0001,2755,10-251629,S3-V17,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0262_0001,CII,262_0001,2760,10-251631,CRII-P48,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0263_0001,CII,263_0001,2761,10-251627,CRII-P48,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0264_0001,CII,264_0001,2762,10-251635,CII-P46,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0270_0001,CII,270_0001,2768,10-251644,CII-P46,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0271_0001,CII,271_0001,2769,10-251636,CRII-P48,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0272_0001,CII,272_0001,2770,10-251646,CRII-P48,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0286_0001,CII,286_0001,2185,10-251647,CII-P18,FIGURA ZOOMORFA,PIEDRA VERDE,REVISAR
0CII_0304_0001,CII,304_0001,2804,10-262848,CAMII-P57,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0308_0001,CII,308_0001,2837,10-251633,S3-V10,MASCARA,PIEDRA VERDE,????
0CII_0309_0001,CII,309_0001,2838,10-251641,CII-P18,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0315_0001,CII,315_0001,2872,10-251640,CR2-P-02,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
0CII_0320_0001,CII,320_0001,2879,10-251643,CAMII-P57,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0004_0001,CIII,004_0001,4752,10-251762,CAM3-P52,CHICAHUAZTLI,PIEDRA VOLCANICA,????
CIII_0005_0001,CIII,005_0001,4753,10-251761,CAM3-P52,CHICAHUAZTLI,PIEDRA VOLCANICA,????
CIII_0006_0001,CIII,006_0001,4754,10-251766,S2-V14,MASCARA,PIEDRA VERDE,????
CIII_0007_0001,CIII,007_0001,4755,10-251808,CR3-P15,MASCARA,PIEDRA VERDE,????
CIII_0008_0001,CIII,008_0001,4756,10-252145,CR3-P11,MASCARA,PIEDRA VERDE,????
CIII_0009_0001,CIII,009_0001,4757,10-252147,CR3-P58,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_000K_0001,CIII,00K_0001,6497,10-251912,CR3-P13,MASCARA,PIEDRA VERDE,????
CIII_000K_0002,CIII,00K_0002,6497,10-251915,CR3-P13,MASCARA,PIEDRA VERDE,????
CIII_000K_0003,CIII,00K_0003,6497,10-251917,CR3-P13,MASCARA,PIEDRA VERDE,????
CIII_000K_0004,CIII,00K_0004,6497,10-251913,CIII_P-14,MASCARA,PIEDRA VERDE,????
CIII_000K_0005,CIII,00K_0005,6497,10-251914,CR3-P14,MASCARA,PIEDRA VERDE,NO ESTA EN EL INDICE
CIII_000L_0001,CIII,00L_0001,????,10-264132,CAM3-P40,OREJERA,PIEDRA VERDE,????
CIII_000L_0002,CIII,00L_0002,????,10-264131,CAM3-P40,OREJERA,PIEDRA VERDE,????
CIII_000L_0003,CIII,00L_0003,6499,10-264071,CR3-P25,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_000L_0004,CIII,00L_0004,6499,10-251772,CR3-P25,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_000N_0002,CIII,00N_0002,6503,10-252133,CR3-P21,FIGURA ANTROPOMORFA,PIEDRA VERDE,SOLO PRESENTA EL TORSO
CIII_000N_0003,CIII,00N_0003,6503,10-168754,CR3-P21,FIGURA ANTROPOMORFA,PIEDRA VERDE,SOLO PRESENTA EL TORSO
CIII_000N_0004,CIII,00N_0004,6503,10-252127,CR3-P21,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_000N_0005,CIII,00N_0005,6503,10-251803,CR3-P21,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_000N_0006,CIII,00N_0006,6503,10-251804,CR3-P21,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_000N_0007,CIII,00N_0007,6503,10-251802,CR3-P21,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_000N_0008,CIII,00N_0008,6503,10-265961,CR3-P21,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_000N_0009,CIII,00N_0009,6503,10-251814 1/2,CR3-P42,OREJERA,PIEDRA BLANCA,EN EL # DE INVENTARIO TIENE NUMEROS EXTRA 1/2
CIII_000N_0010,CIII,00N_0010,6503,10-251814 2/2,CR3-P42,OREJERA,PIEDRA BLANCA,EN EL # DE INVENTARIO TIENE NUMEROS EXTRA 2/2
CIII_000N_0011,CIII,00N_0011,6503,10-251815,C3-P38,CUENTA ZOOMORFA,PIEDRA VERDE,????
CIII_000Ñ_0000,CIII,00Ñ_0000,????,????,????,????,????,????
CIII_000Ñ_0001,CIII,00Ñ_0001,6505,10-251770,S5-V3,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_000Ñ_0002,CIII,00Ñ_0002,6505,10-252135,S3-V13,MASCARA,PIEDRA VERDE,????
CIII_000Ñ_0003,CIII,00Ñ_0003,6505,10-251769,CR3-P23,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_000O_0001,CIII,00O_0001,6507,10-251780,CR3-P25,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_000O_0003,CIII,00O_0003,6507,10-251778,C3-P38,PENDIENTE ANTROPOMORFO,PIEDRA VERDE,????
CIII_000O_0004,CIII,00O_0004,6507,10-251779,C3-P38,PENDIENTE ANTROPOMORFO,PIEDRA VERDE,????
CIII_000P_0001,CIII,00P_0001,6509,10-251787,CRIII-P20,FIGURA ANTROPOMORFA,PIEDRA VERDE,FRAGMENTO SUPERIOR
CIII_000P_0001_10,CIII,000P_0001_10,????,????,????,????,????,????
CIII_000P_0002_10,CIII,00P_0002,6509,10-251788,CRIII-P20,FIGURA ANTROPOMORFA,PIEDRA VERDE,FRAGMENTO SUPERIOR
CIII_000P_0003_10,CIII,00P_0003,6509,10-251789,CRIII-P20,FIGURA ANTROPOMORFA,PIEDRA VERDE,FRAGMENTO SUPERIOR
CIII_000P_0004_10,CIII,00P_0004,6509,10-251790,CRIII-P20,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_000P_0005_10,CIII,00P_0005,6509,10-251791,CRIII-P20,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_000P_0006_10,CIII,00P_0006,6509,10-251792,CRIII-P20,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_000P_0007_10,CIII,00P_0007,6509,10-251793,CRIII-P20,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_000P_0008_10,CIII,00P_0008,6509,10-251794,CRIII-P20,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_000P_0009_10,CIII,00P_0009,6509,10-251795,CRIII-P20,FIGURA ANTROPOMORFA,PIEDRA VERDE,FRAGMENTO MEDIO / INFERIOR
CIII_000P_0010_10,CIII,00P_0010,6509,10-251920,CRIII-P20,MASCARA,PIEDRA VERDE,FRAGMENTO DERECHO
CIII_000P_0012,CIII,00P_0012,6509,10-264138,CAM3-P40,OREJERA,PIEDRA VERDE,????
CIII_000P_349_0001,CIII,00P_349,2908,10-264270,CAM3-P40,ALISADOR,PIEDRA,"CUENTA CON NUMERO DE OFRENDA EXTRA ""P"""
CIII_0010_0001,CIII,010_0001,4758,10-251810,S3-V13,CAJETE,BARRO,FRAGMENTO DE CONTENEDOR DE BARRO
CIII_0011_0001,CIII,011_0001,4759,10-251775,CR3_P23,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0012_0001,CIII,012_0001,4760,10-251785,S3-V13,MASCARA,PIEDRA VERDE,????
CIII_0013_0001,CIII,013_0001,4761,10-252128,CR3-P35,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0014_0001,CIII,014_0001,4762,10-251811,CR3-P35,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0015_0001,CIII,015_0001,4763,10-251809,V9-S3,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0016_0001,CIII,016_0001,4764,10-251267,CIII-P-29,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0017_0001,CIII,017_0001,4765,10-252131,CIII-P-30,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0018_0001,CIII,018_0001,4766,10-252146,S7V7,MASCARA,PIEDRA VERDE,????
CIII_0020_0001,CIII,020_0001,4768,10-251843,CAM3-B03,CAJETE,BARRO,????
CIII_0022_0001,CIII,022_0001,4770,??_??????,CAM3-B03,CAJETE,BARRO,????
CIII_0026_0001,CIII,026_0001,4838,10-251767,CAM3-P63,MASCARA,PIEDRA VERDE,????
CIII_0030_0001,CIII,030_0001,4842,10-251820,CIII_P55,MASCARA,PIEDRA VERDE,????
CIII_0032_0001,CIII,032_0001,4844,10-265875,CIII-P-53,FIGURA ANTROPOMORFA,PIEDRA VOLCANICA,XIUHTECUHTLI
CIII_0034_0001,CIII,034_0001,4928,10-251763,CAM3-P51,CHICAHUAZTLI,PIEDRA VOLCANICA,????
CIII_0037_0001,CIII,037_0001,5012,10-251777,CR3-P22,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0038_0001,CIII,038_0001,5013,10-251813,CR3-P35,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0039_0001,CIII,039_0001,5014,10-251799,CAM3-P47,CONTENEDOR FITOMORFO,PIEDRA VERDE,????
CIII_0040_0001,CIII,040_0001,5015,10-251776,CR3-P24,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0041_0001,CIII,041_0001,5016,10-251786,CIII-P-56,FIGURA ANTROPOMORFA,PIEDRA BLANCA,????
CIII_0042_0001,CIII,042_0001,5017,10-252130,CIII-P-22,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0043_0001,CIII,043_0001,5018,10-252129,S3-V10,MASCARA,PIEDRA VERDE,????
CIII_0044_0000,CIII,044_0000,????,????,????,????,????,????
CIII_0044_0001,CIII,044_0001,5019,10-168851,CR3-P-5,MASCARA,PIEDRA VERDE,????
CIII_0045_0001,CIII,045_0001,5020,10-251765,S2-V14,MASCARA,PIEDRA VERDE,????
CIII_0046_0001,CIII,046_0001,5021,10-251807,S3-V8,MASCARA,PIEDRA VERDE,????
CIII_0050_0001,CIII,050_0001,5025,10-251881,CR3-B04,FLAUTA,BARRO,CUENTA CON UN # DE ENTRADA EXTRA 5882
CIII_0051_0001,CIII,051_0001,5026,10-265541,CR3-B01,FLAUTA,BARRO,????
CIII_0052_0001,CIII,052_0001,5027,10-250220,CR3-B02,FLAUTA,BARRO,????
CIII_0053_0001,CIII,053_0001,5028,10-251261,CR3-B01,FLAUTA,BARRO,????
CIII_0054_0001,CIII,054_0001,5029,10-265661,CR3-B04,FLAUTA,BARRO,????
CIII_0055_0001,CIII,055_0001,5030,10-251276,CR3-B04,FLAUTA,BARRO,????
CIII_0056_0001,CIII,056_0001,5031,10-251835,CR3-P54,CHICAHUAZTLI,PIEDRA VOLCANICA,????
CIII_0057_0001,CIII,057_0001,5032,10-252121,CR3-P17,MASCARA,PIEDRA VERDE,????
CIII_0058_0001,CIII,058_0001,5033,10-251840,CR3-P18,MASCARA,PIEDRA VERDE,????
CIII_0059_0001,CIII,059_0001,5034,10-251967,CAM3-P50,FIGURA REPRESENTACION TEPONAXTLE,PIEDRA VOLCANICA,????
CIII_0060_0001,CIII,060_0001,5035,10-251968,CAM3-P50,FIGURA REPRESENTACION TEPONAXTLE,PIEDRA VOLCANICA,????
CIII_0061_0001,CIII,061_0001,5036,10-251836,CAM3-P51,CHICAHUAZTLI,PIEDRA VOLCANICA,????
CIII_0062_0001,CIII,062_0001,5037,10-251764,CR3-P57,MASCARA,PIEDRA VERDE,????
CIII_0063_0001,CIII,063_0001,5038,10-251841,CR3-P17,MASCARA,PIEDRA VERDE,????
CIII_0064_0001,CIII,064_0001,5039,10-252120,CIII-P-60,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0073_0001,CIII,073_0001,5156,10-251828,CR3-P23,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0074_0001,CIII,074_0001,5157,10-251822,CR2-P24,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0075_0001,CIII,075_0001,5158,10-251821,CR3-P35,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0076_0001,CIII,076_0001,5159,10-251829,CR3-P35,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0078_0001,CIII,078_0001,5161,10-252119,CR3-P09,MASCARA,PIEDRA VERDE,????
CIII_0082_0001,CIII,082_0001,5165,10-251831,S3V10,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0083_0001,CIII,083_0001,5166,10-251834,CR-III-P-62,MASCARA,PIEDRA VERDE,????
CIII_0084_0001,CIII,084_0001,5167,10-251833,S2-V14,MASCARA,PIEDRA VERDE,????
CIII_0087_0001,CIII,087_0001,5170,10-251838,S3-V8,MASCARA,PIEDRA VERDE,????
CIII_0088_0001,CIII,088_0001,5171,10-251827,S3-V9,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0089_0001,CIII,089_0001,5172,10-253082,CR3-B02,FLAUTA,BARRO,????
CIII_0092_0001,CIII,092_0001,5175,10-251839,S2-V14,MASCARA,PIEDRA VERDE,????
CIII_0096_0001,CIII,096_0001,5179,10-251826,CR3-P23,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0102_0001,CIII,102_0001,5227,10-251887,V11-S3,MASCARA,PIEDRA VERDE,????
CIII_0103_0001,CIII,103_0001,5228,10-251867,S3-V8,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0105_0001,CIII,105_0001,5230,10-251873,CR3-P23,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0106_0001,CIII,106_0001,5231,10-251395,S3-V9,MASCARA,PIEDRA VERDE,????
CIII_0107_0001,CIII,107_0001,5232,10-251884,CR3-P11,MASCARA,PIEDRA VERDE,????
CIII_0108_0001,CIII,108_0001,5233,10-252136,CR3-P26,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0109_0001,CIII,109_0001,5234,10-251853,CR3-P12,MASCARA,PIEDRA VERDE,????
CIII_0110_0001,CIII,110_0001,5235,10-252139,S3-V10,MASCARA,PIEDRA VERDE,????
CIII_0111_0001,CIII,111_0001,5236,10-251850,S3-V13,MASCARA,PIEDRA VERDE,????
CIII_0112_0001,CIII,112_0001,5237,10-251858,CR3-P03,MASCARA,PIEDRA VERDE,????
CIII_0113_0001,CIII,113_0001,5238,10-251966,CR3-P49,FIGURA REPRESENTACION TEPONAXTLE,PIEDRA VOLCANICA,????
CIII_0114_0001,CIII,114_0001,5239,10-250223,CR3P48,FIGURA REPRESENTACION TEPONAXTLE,PIEDRA VOLCANICA,????
CIII_0117_0001,CIII,117_0001,5242,10-252594,CIII-B05,FLAUTA,BARRO,????
CIII_0118_0001,CIII,118_0001,5243,10_253046,CR3-B01,FLAUTA,BARRO,????
CIII_0121_0001,CIII,121_0001,5246,10-252132,CR3-P62,MASCARA,PIEDRA VERDE,????
CIII_0121_0001_2,CIII,121_0001,5246,10-252132,CR3-P62,MASCARA,PIEDRA VERDE,????
CIII_0123_0001,CIII,123_0001,5248,10-25214-1,CR3-P31,MASCARA,PIEDRA VERDE,????
CIII_0124_0001,CIII,124_0001,5249,10-251885,CR3-P07,MASCARA,PIEDRA VERDE,????
CIII_0125_0001,CIII,125_0001,5250,10-252143,CR3-P57,MASCARA,PIEDRA VERDE,????
CIII_0130_0001,CIII,130_0001,5255,10-251872,CR3-P24,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0131_0001,CIII,131_0001,5256,10-251888,CR3-P03,MASCARA,PIEDRA VERDE,????
CIII_0133_0001,CIII,133_0001,5542,10-252134,CR3-P34,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0134_0001,CIII,134_0001,5543,10-251871,CR3-P34,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0136_0001,CIII,136_0001,5545,10-251852,CR3-P-5,MASCARA,PIEDRA VERDE,????
CIII_0137_0001,CIII,137_0001,5546,10-251848,V11-S3,MASCARA,PIEDRA VERDE,????
CIII_0138_0001,CIII,138_0001,5547,10-252125,S3-V8,MASCARA,PIEDRA VERDE,????
CIII_0139_0001,CIII,139_0001,5548,10-251901,CR3-P27,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0140_0001,CIII,140_0001,5549,10-265965,CR3-P24,FIGURA ANTROPOMORFA,PIEDRA VERDE,SOLO PRESENTA LA CABEZA DE LA FIGURA
CIII_0141_0001,CIII,141_0001,5550,10-253128,CR3-B02,FLAUTA,BARRO,????
CIII_0143_0001,CIII,143_0001,5552,10-251854,S3-V13,MASCARA,PIEDRA VERDE,????
CIII_0145_0001,CIII,145_0001,5554,10-252126,CR3-P26,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0146_0001,CIII,146_0001,5453,10-252124,CR3-P27,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0147_0001,CIII,147_0001,5556,10-251890,CR3-P12,MASCARA,PIEDRA VERDE,????
CIII_0149_0001,CIII,149_0001,5558,10-251900,S2-V14,MASCARA,PIEDRA VERDE,????
CIII_0151_0001,CIII,151_0001,5560,10-251862,S3-V10,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0152_0001,CIII,152_0001,5561,10-251891,S3-V10,MASCARA,PIEDRA VERDE,????
CIII_0153_0001,CIII,153_0001,5562,10-251897,CR3-P07,MASCARA,PIEDRA VERDE,????
CIII_0154_0001,CIII,154_0001,5563,10-251893,S3-V10,MASCARA,PIEDRA VERDE,????
CIII_0156_0001,CIII,156_0001,5565,10-251886,S2-V14,MASCARA,PIEDRA VERDE,????
CIII_0157_0000,CIII,157_0000,????,????,????,????,????,????
CIII_0157_0001,CIII,157_0001,5566,10-251862,S3-V10,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0158_0001,CIII,158_0001,5567,10-262847,CR3-P27,FIGURA NO IDENTIFICADA,PIEDRA VERDE,????
CIII_0161_0001,CIII,161_0001,????,????,????,????,????,????
CIII_0162_0001,CIII,162_0001,5698,10-251857,CR3-P07,MASCARA,PIEDRA VERDE,????
CIII_0163_0001,CIII,163_0001,5699,10-252138,S2-V14,MASCARA,PIEDRA VERDE,????
CIII_0164_0001,CIII,164_0001,5700,10-251847,S2-V14,MASCARA,PIEDRA VERDE,????
CIII_0166_0001,CIII,166_0001,5702,10-251899,S2-V14,MASCARA,PIEDRA VERDE,????
CIII_0167_0001,CIII,167_0001,5703,10-251892,S2-V14,MASCARA,PIEDRA VERDE,????
CIII_0170_0001,CIII,170_0001,5706,10-251898,CR3-P02,MASCARA,PIEDRA VERDE,????
CIII_0171_0001,CIII,171_0001,5707,10-251896,CR3-P58,MASCARA,PIEDRA VERDE,????
CIII_0175_0000,CIII,175_0000,????,????,????,????,????,????
CIII_0175_0001,CIII,175_0001,5711,10-220240,S3-V3,FIGURA ANTROPOMORFA,PIEDRA BLANCA,XIUHTECUHTLI
CIII_0176_0001,CIII,176_0001,5712,10-251902,S3-V10,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0177_0001,CIII,177_0001,5713,10-251889,CR3-P-5,MASCARA,PIEDRA VERDE,????
CIII_0180_0001,CIII,180_0001,5716,10-251866,S3-V9,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0181_0001,CIII,181_0001,5717,10-251861,S3-V9,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0182_0001,CIII,182_0001,5718,10-251910,S2-V14,MASCARA,PIEDRA VERDE,????
CIII_0185_0001,CIII,185_0001,5803,10-251907,CR3-P03,MASCARA,PIEDRA VERDE,????
CIII_0186_0001,CIII,186_0001,5804,10-251921,CR3-P03,MASCARA,PIEDRA VERDE,????
CIII_0188_0001,CIII,188_0001,5806,10-252118,CRIII-P28,MASCARA,PIEDRA VERDE,????
CIII_0189_0001,CIII,189_0001,5807,10-251911,S2-V14,MASCARA,PIEDRA VERDE,????
CIII_0191_0001,CIII,191_0001,5809,10-251916,V9-S3,MASCARA,PIEDRA VERDE,????
CIII_0192_0001,CIII,192_0001,5810,10-251919,CR3-P10,MASCARA,PIEDRA BLANCA,????
